Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00577_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00418_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00577_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00733_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00733_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01882_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00418_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00606_T.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00606_NAT.mzML	G:\ccRCC_DIA\Barcelona_Tutorial\mzml\CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01882_T.mzML
Q69YQ0	Q69YQ0		SPECC1L		430524	162487	195930	247582	290910	265162	253698	461574	636504	401392
Q6AWC2	Q6AWC2		WWC2		39214.7	56766.2				19272.4	34295.2			
Q6DD88	Q6DD88		ATL3		1.30892e+06	1.03153e+06	2.15726e+06	1.0934e+06	1.7572e+06	668404	960416	1.47401e+06	714419	1.76149e+06
Q6DKJ4	Q6DKJ4		NXN		352043		357627	136346	52054.8	47935.4		269860	239753	107253
Q6DN90	Q6DN90		IQSEC1		326311	513459		820485	435954	331191		309121	605272	219356
Q6FI81	Q6FI81		CIAPIN1		1.86557e+06	1.65473e+06	2.3164e+06	2.20796e+06	3.77724e+06	1.04954e+06	1.23574e+06	1.80346e+06	1.57967e+06	1.27381e+06
Q6GMV2	Q6GMV2		SMYD5		136844	165735		189998	157573	312405		386227	233208	
Q6H8Q1	Q6H8Q1		ABLIM2		116203	111041		121486		70733.2		26568.1	117623	87274.6
Q6I9Y2	Q6I9Y2		THOC7		926984	850562	1.10585e+06	767595	793190	677780	933036	655836	857575	833660
Q6IA17	Q6IA17		SIGIRR		586836	729540		453149		1.30452e+06	159452	114954	479908	141964
Q6IA86	Q6IA86		ELP2		273199	251256	65218	277721	214408	330564		285446	259501	86119.2
Q6IB77	Q6IB77		GLYAT		295432	975058		743786	23664.1	1.03142e+06	77441.1	91129.9	152854	
Q6IBS0	Q6IBS0		TWF2		3.88071e+06	7.94161e+06	7.10274e+06	5.51805e+06	4.32158e+06	4.09661e+06	6.85325e+06	6.52274e+06	6.52024e+06	9.41723e+06
Q6IEE7	Q6IEE7		TMEM132E		49070.2	74125.3				210902				
Q6IN84	Q6IN84		MRM1		593662	792080		783675	328747	1.57683e+06	189779	205702	583511	500762
Q6IN85	Q6IN85		PPP4R3A		740169	642761	472193	520674	390901	419714	584284	493614	827725	969052
Q6IQ23	Q6IQ23		PLEKHA7		422690	841336		755493	165802	313259	307721	194606	262702	188320
Q6JQN1	Q6JQN1		ACAD10		833730	1.66948e+06		1.38181e+06	33631.9	884116		102379	727253	
Q6L8Q7	Q6L8Q7		PDE12		216906	255084	323984	240796	163737	301012	205376	156053	431796	138516
Q6N063	Q6N063		OGFOD2		439326	394872	161048	761643	250025	440808		236802	221529	45931.5
Q6NUK1	Q6NUK1		SLC25A24		789667	1.25695e+06	1.04231e+06	1.00484e+06	1.13026e+06	713874	389976	1.54688e+06	973183	944786
Q6NUM9	Q6NUM9		RETSAT		423831	1.02752e+06	289980	565397		1.50434e+06	206953	566546	508939	248152
Q6NUN0	Q6NUN0		ACSM5		34430.7	201751		61604		181077		132505		
Q6NUQ4	Q6NUQ4		TMEM214				1.59742e+06				9.96299e+06			3.95216e+06
Q6NUS8	Q6NUS8		UGT3A1			384165		155853		571602		55917		
Q6NVY1	Q6NVY1		HIBCH		4.92218e+06	2.42896e+07	1.32907e+06	1.35128e+07	3.34498e+06	1.37211e+07	2.52776e+06	2.85371e+06	5.90323e+06	1.30661e+06
Q6NW29	Q6NW29		RWDD4		282496	517236		424609	383339	314363	364126	286187	387703	254411
Q6NYC8	Q6NYC8		PPP1R18		585950	372885	755799	332277	1.37433e+06	251797	524530	1.13836e+06	1.00847e+06	1.44251e+06
Q6NZI2	Q6NZI2		CAVIN1		7.66492e+06	3.67591e+06	4.05313e+06	3.69399e+06	1.9272e+07	1.16202e+06	1.73568e+07	1.30872e+07	5.56344e+06	5.62947e+06
Q6P179	Q6P179		ERAP2					504932	3.08599e+06	380517		1.39868e+06	559049	968252
Q6P1A2	Q6P1A2		LPCAT3		574727	813764	635736	550008	248325	1.09841e+06	499769	3.13522e+06	987277	716325
Q6P1J9	Q6P1J9		CDC73		211683		623635	193137	602722	87438.2		165483	659586	801194
Q6P1M3	Q6P1M3		LLGL2		665857	634246	87894.3	1.09113e+06	134258	961350	273338	222897	1.02969e+06	194521
Q6P1N0	Q6P1N0		CC2D1A		1.2112e+06	638462	1.10599e+06	958406	917857	741217	695721	1.29008e+06	1.24921e+06	1.16137e+06
Q6P1N9	Q6P1N9		TATDN1		1.16194e+06	1.23128e+06		467425	547576	962602	1.67043e+06	1.42595e+06	1.06989e+06	775912
Q6P2E9	Q6P2E9		EDC4		1.36573e+06	1.29436e+06	1.86404e+06	634843	708334	960377	1.35348e+06	1.90237e+06	1.42392e+06	953297
Q6P2I3	Q6P2I3		FAHD2B		279573		2.67196e+06	247948		324483		536188	936697	
Q6P2M8	Q6P2M8		PNCK				808059		410145		130737			101213
Q6P2Q9	Q6P2Q9		PRPF8		924462	998009	1.24011e+06	1.00502e+06	728821	860769	542875	1.09241e+06	1.38086e+06	833659
Q6P3W7	Q6P3W7		SCYL2		997662	1.0708e+06	1.02575e+06	1.25095e+06	651779	1.29041e+06	298253	544397	879063	728417
Q6P3X3	Q6P3X3		TTC27		336161	396869	154874	187655	515270	213037	276061	466905	260617	69179
Q6P582	Q6P582		MZT2A		345336	183058	397644	292347	428585	140059		147111	591094	308232
Q6P6B7	Q6P6B7		ANKRD16						192990	24930.6	134347	51546.2	99279.8	
Q6P996	Q6P996		PDXDC1		741730	789467	1.10975e+06	611479	608280	791329	415324	733180	471067	597721
Q6P9B6	Q6P9B6		MEAK7				553001	524424	727402	347259	269837	867004	365662	
Q6PCB0	Q6PCB0		VWA1		1.71224e+06	1.42841e+06	1.32808e+06	799240	1.90794e+06	1.10848e+06	5.05073e+06	3.52043e+06	1.44903e+06	5.56985e+06
Q6PCB7	Q6PCB7		SLC27A1		314758	420984		577037	504655			537713	273083	302488
Q6PD62	Q6PD62		CTR9									75334.2	103406	
Q6PGP7	Q6PGP7		SKIC3					631001		359685		188221		
Q6PHR2	Q6PHR2		ULK3		164809	179546	143337	224487	175882	132571		219447	205379	97994.6
Q6PI48	Q6PI48		DARS2		1.54557e+06	2.22257e+06	600008	1.64438e+06	1.37648e+06	1.31436e+06		312199	907926	
Q6PIF6	Q6PIF6		MYO7B		689726	1.45612e+06		1.13069e+06	172376	1.12949e+06	327283	247633	422132	
Q6PIU2	Q6PIU2		NCEH1		326026	364913	714412	196391	1.86669e+06	128413	339989	1.36051e+06	196205	506326
Q6PJ69	Q6PJ69		TRIM65		758662	463851	679360	675757	873707	279761	876677	503711	431947	715773
Q6PJI9	Q6PJI9		WDR59		107988	192604		275200	216690	64565.9	200438	421854	426417	129110
Q6PJW8	Q6PJW8		CNST			42276.4	76217.2	151836				108473	169223	
Q6PKG0	Q6PKG0		LARP1		1.49251e+06	2.05304e+06	572715	2.02479e+06	2.98828e+06	1.72576e+06	1.9481e+06	1.2396e+06	1.56121e+06	1.06872e+06
Q6QNY1	Q6QNY1		BLOC1S2		239467	142529	286658	149346	238129	399097	148584	381097	224988	575072
Q6ULP2	Q6ULP2		AFTPH		204025	204016		220914	231752	159176	289701	152415	145947	107603
Q6UVK1	Q6UVK1		CSPG4		211560		732580	295954	1.19184e+06		1.11035e+06	722701		1.51189e+06
Q6UW02	Q6UW02		CYP20A1		453171	603079	539916	446224	255171	794910	709230	482353	525332	459153
Q6UWE0	Q6UWE0		LRSAM1		894388	1.03842e+06	997244	969800	545098	788219	953642	828326	758682	698482
Q6UWM9	Q6UWM9		UGT2A3		331942	376502	76875.5	342306	435813	970146	315320	1.05303e+06	110442	356227
Q6UX04	Q6UX04		CWC27			125414	297623	316966	311769	179638	179229	198096	335669	116411
Q6UX07	Q6UX07		DHRS13		377970	289455			239792	146720		521131		
Q6UX53	Q6UX53		TMT1B		730890	2.58012e+06	1.02719e+06	846618	3.8313e+06	2.48783e+06	2.22993e+06	1.1804e+06		1.20367e+06
Q6UXH0	Q6UXH0		ANGPTL8		613214		4.80242e+06			568406			607456	
Q6UXH1	Q6UXH1		CRELD2		225622	130870	330525	98309.7	73585.5	176883		50484	61197.6	150215
Q6UXN9	Q6UXN9		WDR82		1.5492e+06	1.33894e+06	1.36406e+06	1.65565e+06	1.60633e+06	709029	948219	1.01301e+06	1.4008e+06	1.36405e+06
Q6V1X1	Q6V1X1		DPP8									208145		
Q6WCQ1	Q6WCQ1		MPRIP		1.78529e+06	1.56586e+06	1.07575e+06	2.05681e+06	1.05744e+06	1.41598e+06	1.27949e+06	1.02737e+06	2.41032e+06	1.61034e+06
Q6XQN6	Q6XQN6		NAPRT		615379	825102		866483	1.25345e+06	425490	2.43956e+06	472308	869897	892301
Q6Y7W6	Q6Y7W6		GIGYF2		324452	290614	459205	473073	467523	407269	256585	492735	476602	497838
Q6YHK3	Q6YHK3		CD109		1.06253e+06	561383	2.12584e+06	893674	1.88051e+06	702207	1.05668e+06	871447	719698	869256
Q6YN16	Q6YN16		HSDL2		2.6443e+06	3.26234e+06	532347	2.92512e+06	688429	2.38497e+06	654693	1.15761e+06	1.88122e+06	278420
Q6ZMH5	Q6ZMH5		SLC39A5		42830.3	172660		114168		407444				
Q6ZMI0	Q6ZMI0		PPP1R21		1.18561e+06	915960	515341	941083	767691	994031	596791	705433	550765	752244
Q6ZN28	Q6ZN28		MACC1									121384		
Q6ZNJ1	Q6ZNJ1		NBEAL2		494216	516688	366168	383250	326439	111862			306300	172178
Q6ZQN7	Q6ZQN7		SLCO4C1		56254.7	115306		81243.9		142607				
Q6ZRS2	Q6ZRS2		SRCAP		260247	136793	183283	148425	207284		168159	177638	246661	
Q6ZS17	Q6ZS17		RIPOR1		137629	236381			138671			196048	209185	
Q6ZSJ8	Q6ZSJ8		C1orf122		377470	401891	581804	507708	376320	382270	608931	673850	623060	
Q6ZT62	Q6ZT62		BARGIN		292302	118506	147265		436220			246990	367545	
Q6ZUJ8	Q6ZUJ8		PIK3AP1		570191	319523	311239	562144	837113	109157	404530	320055	274820	
Q6ZVD8	Q6ZVD8		PHLPP2		1.28848e+06	3.06025e+06	2.43921e+06	1.79468e+06	1.08857e+06	712070	4.44417e+06	947438	1.45873e+06	2.67015e+06
Q709C8	Q709C8		VPS13C		2.56658e+06	1.95495e+06	1.64105e+06	2.54747e+06	1.62533e+06	1.13165e+06	2.38313e+06	1.49217e+06	3.31071e+06	2.43461e+06
Q709F0	Q709F0		ACAD11		2.0359e+06	8.05215e+06	8.25129e+06	4.52919e+06	4.4925e+06	5.39934e+06	3.97904e+06	3.42963e+07	1.53642e+06	2.10715e+06
Q70E73	Q70E73		RAPH1			217139	151648	217828	186268	235806	208346	182578	436034	251825
Q70IA6	Q70IA6		MOB2		770604	461194	556836		711624	853904	918578	921364	636620	1.09956e+06
Q70UQ0	Q70UQ0		IKBIP		873285	645337	3.72594e+06	283685	2.00278e+06	342119	2.31775e+06	2.86262e+06	442319	2.81044e+06
Q712K3	Q712K3		UBE2R2		1.18858e+06	1.54751e+06	1.15641e+06	1.02328e+06	986884	1.16348e+06	1.97794e+06	1.18341e+06	1.15805e+06	1.415e+06
Q71RC2	Q71RC2		LARP4		18336.4		51877.3	54548.9	29089.2	54202.3				27607.3
Q76N32	Q76N32		CEP68		38191.7	61894.6			30947.3			59719	38307.9	60769.5
Q76N89	Q76N89		HECW1			84035.5		76842.3		143419				
Q7KZF4	Q7KZF4		SND1		2.75219e+06	2.93152e+06	3.15097e+06	1.93928e+06	3.41744e+06	2.98073e+06	2.64512e+06	2.21329e+06	2.10063e+06	2.62373e+06
Q7KZI7	Q7KZI7		MARK2		285998	517570	295482	615891	211123	783949	242810	258203	652195	923859
Q7L014	Q7L014		DDX46		1.17204e+06	1.4242e+06	1.22218e+06	1.26859e+06	1.28398e+06	1.10151e+06	1.38209e+06	1.20622e+06	1.71082e+06	1.77675e+06
Q7L099	Q7L099		RUFY3		1.02934e+06	1.2142e+06	536724	723051	1.22182e+06	875292	1.00685e+06	1.30643e+06	822852	953007
Q7L0Y3	Q7L0Y3		TRMT10C		1.34895e+06	981430	217769	819263	303043	1.91685e+06	241935	597290	741160	
Q7L1Q6	Q7L1Q6		BZW1		681847	629940	665618	653458	1.09859e+06	376428	649002	761511	683092	812197
Q7L1V2	Q7L1V2		MON1B		120130	79986	80013.8	57545.7	24478.9	167520	27324.2	133578	64327.8	79856.7
Q7L2E3	Q7L2E3		DHX30		262180	114583	1.31441e+06	384656	125911	118416			283993	
Q7L2J0	Q7L2J0		MEPCE		10749.1					27962.5		15133		
Q7L4I2	Q7L4I2		RSRC2		969039	1.04707e+06	1.22404e+06	1.15059e+06	729823	711616	944052	850494	1.33616e+06	801419
Q7L523	Q7L523		RRAGA				259062					78459.6		
Q7L576	Q7L576		CYFIP1		3.22044e+06	2.30388e+06	3.2575e+06	2.38698e+06	2.94737e+06	2.08991e+06	2.87279e+06	3.06883e+06	2.79134e+06	3.4591e+06
Q7L5N1	Q7L5N1		COPS6		653621	410240	185600	264706	874915	585879	403637	372240	663938	
Q7L5Y1	Q7L5Y1		ENOSF1		1.45172e+06	2.08342e+06	325837	927217	149417	2.2522e+06	506239	745476	880184	
Q7L7V1	Q7L7V1		DHX32		290285	221041	587378	243063	552402	115568	277739	117169	286987	105344
Q7L8L6	Q7L8L6		FASTKD5			629294		358463		772953		356732		
Q7L9L4	Q7L9L4		MOB1B		1.40874e+06	1.02727e+06	1.60968e+06	1.52967e+06	1.23622e+06	866454	1.53794e+06	1.58967e+06	1.65624e+06	1.55647e+06
Q7LBC6	Q7LBC6		KDM3B		73749.4	70880.3	86862.5			136721	71563.1		79345.1	142606
Q7LG56	Q7LG56		RRM2B		902219	368846	605719	874692	600852	399645	409369	1.07533e+06	958569	1.36158e+06
Q7RTP6	Q7RTP6		MICAL3		910058	691607	1.27981e+06	772385	580419	639654	1.87462e+06	1.42828e+06	1.11227e+06	1.45399e+06
Q7Z2K6	Q7Z2K6		ERMP1		1.51296e+06	815386	815114	1.10794e+06	606637	521838	933196	839867	1.85015e+06	634911
Q7Z2W4	Q7Z2W4		ZC3HAV1										180406	
Q7Z2Z2	Q7Z2Z2		EFL1		811992	326325		698240	625754	289713	684961	617320	473782	447076
Q7Z3J2	Q7Z3J2		VPS35L		1.08732e+06	1.34977e+06	579629	1.16802e+06	736450	776934	610415	864934	755418	360786
Q7Z3U7	Q7Z3U7		MON2		385600	302048	453140	415405	482282	274016	278948	622420	439556	
Q7Z406	Q7Z406		MYH14		377678	419117	1.22109e+06	467863	225566	317514		531845	374296	
Q7Z434	Q7Z434		MAVS		327986	469965	435199	157651	86462.6	306618	311676	283852	289454	227642
Q7Z4G1	Q7Z4G1		COMMD6		88070.8	181532	46922.4	66644.8		175569				
Q7Z4H3	Q7Z4H3		HDDC2		721379	983736	479596	1.00749e+06	1.61281e+06	899195	1.57337e+06	1.11403e+06	790031	595846
Q7Z4I7	Q7Z4I7		LIMS2		122923	82627.2				67031		47758.2	84607.2	75576.9
Q7Z4V5	Q7Z4V5		HDGFL2		84320.2	119925	36125.7	59427.8	28548.9	70596	114222	109846	126891	59047.8
Q7Z4W1	Q7Z4W1		DCXR		383088	1.70244e+06		1.0481e+06		1.23265e+06			232414	
Q7Z5G4	Q7Z5G4		GOLGA7		172468	228935		245122	214157	322389	244872	135550	118153	239241
Q7Z5J4	Q7Z5J4		RAI1				382953					170510		
Q7Z5L9	Q7Z5L9		IRF2BP2		322056	538717	211276	347663	448891	521993		559430	842883	374663
Q7Z6K5	Q7Z6K5		ARPIN		953661	746369	727490	1.00382e+06	1.26315e+06	730438	1.77566e+06	1.35612e+06	1.27049e+06	
Q7Z6Z7	Q7Z6Z7		HUWE1		1.94545e+06	1.74776e+06	1.78438e+06	1.93519e+06	1.71575e+06	1.86022e+06	1.5928e+06	1.85401e+06	1.85901e+06	1.50849e+06
Q7Z7C8	Q7Z7C8		TAF8		476113	421405	525442	778678	411483	2.12554e+06	383024	708076	873085	347113
Q7Z7H5	Q7Z7H5		TMED4		953245	1.46606e+06	441243	1.06496e+06	1.0719e+06	1.45432e+06		658161	773110	913626
Q7Z7K0	Q7Z7K0		CMC1		263109	395896		321150		296891		61458.5	175539	
Q7Z7L8	Q7Z7L8		C11orf96		1.55211e+06	588684	556665	990199	1.25209e+06	522088	804735	2.37645e+06	1.29445e+06	860477
Q86SE5	Q86SE5		RALYL		4.89128e+06	4.24756e+06	6.55559e+06	4.06139e+06	4.47989e+06	3.75938e+06	5.38085e+06	2.7504e+06	1.00113e+06	6.45758e+06
Q86SQ0	Q86SQ0		PHLDB2		741208	1.30897e+06	718426	789823	770244	925104	781926	937947	793106	541497
Q86T03	Q86T03		PIP4P1		162540	222090		117044	52094.6	188678		115431	134597	79287.7
Q86T13	Q86T13		CLEC14A		23142.7	5461.29		21456.4	43285.4	6746.44		41892.6	11813.6	21209.1
Q86TI2	Q86TI2		DPP9			104089	502784	99222	157172			1.80499e+06	697284	304856
Q86TJ2	Q86TJ2		TADA2B			55534.5		88993.7		45433.1	33339.3	71674.8	97388	
Q86TP1	Q86TP1		PRUNE1		444001		383280	475485	1.00916e+06	866000	541398	502010	387063	278724
Q86TU7	Q86TU7		SETD3		705728	1.20769e+06	369520	688380	690701	870372	886806	715546	713733	487234
Q86TW2	Q86TW2		ADCK1		27940.8	34288.7		56957.1		40508.8				
Q86TX2	Q86TX2		ACOT1		3.69457e+06	1.07205e+07	1.58688e+06	6.45886e+06	1.29872e+06	1.34752e+07	1.38699e+06	2.63945e+06	3.90983e+06	769230
Q86U28	Q86U28		ISCA2		728666	1.02269e+06	317727	837406	329085	1.72751e+06	569130	408412	681691	1.08888e+06
Q86U42	Q86U42		PABPN1		3.72587e+06	5.24855e+06	4.7241e+06	3.75325e+06	5.17278e+06	4.24317e+06	5.74392e+06	3.44927e+06	4.75483e+06	5.22983e+06
Q86UE4	Q86UE4		MTDH		1.10575e+06	740927	969521	781958	656718	940008	636326	663116	898607	1.29001e+06
Q86UE8	Q86UE8		TLK2		81035.8	23458.1	78069.6	94664.1	70150.1	31913.5	25618.7	33381.4	87420.8	53944.8
Q86UK7	Q86UK7		ZNF598		69785.9	121392	183626	35097.7	42990	111470	95413.6	215445		73474.8
Q86UP2	Q86UP2		KTN1		2.22163e+06	1.88581e+06	1.17424e+06	1.70391e+06	1.07077e+06	1.95878e+06	1.25959e+06	1.183e+06	1.75788e+06	1.32101e+06
Q86UT6	Q86UT6		NLRX1		443322		139010	425738	227185	408392	148624	564715	582341	
Q86UU1	Q86UU1		PHLDB1		1.05656e+06	907805	527128	725703	656600	153745		425643	949536	847968
Q86UX2	Q86UX2		ITIH5		1.29947e+06	651991	400190	1.37962e+06	841669	262232	420327	353051	2.09296e+06	
Q86UX7	Q86UX7		FERMT3		2.59467e+06	1.03839e+06	4.21364e+06	1.06106e+06	3.33726e+06	613231	1.89346e+06	2.0868e+06	2.27172e+06	2.94154e+06
Q86V48	Q86V48		LUZP1		664895	686242	507584	580063	483617	580514	611968	575494	656828	1.02587e+06
Q86V81	Q86V81		ALYREF		3.38033e+06	3.6325e+06	4.46509e+06	4.03956e+06	5.31431e+06	1.81133e+06	2.73724e+06	3.39361e+06	3.84188e+06	2.31773e+06
Q86V88	Q86V88		MDP1		1.36222e+06	714717	1.19188e+06	957683	1.92842e+06	1.54067e+06	1.34315e+06	2.90902e+06	970447	2.56033e+06
Q86VB7	Q86VB7		CD163		623791	122842	487686	426067	586375	247365		405451	373982	2.13591e+06
Q86VN1	Q86VN1		VPS36		826408	1.15106e+06	1.05012e+06	927859	642142	1.37057e+06	1.01103e+06	1.26274e+06	1.21265e+06	1.11323e+06
Q86VP6	Q86VP6		CAND1		3.43848e+06	2.8619e+06	2.67322e+06	2.95981e+06	4.6631e+06	2.89408e+06	2.63101e+06	3.23079e+06	2.84633e+06	2.08443e+06
Q86VW0	Q86VW0		SESTD1		51877.2		41535.1				14314	21452.7		9488.55
Q86W92	Q86W92		PPFIBP1		1.96176e+06	1.58472e+06	2.34035e+06	1.40956e+06	1.63931e+06	1.31152e+06	2.67556e+06	1.83512e+06	2.11356e+06	2.17384e+06
Q86WA6	Q86WA6		BPHL		173765	772593		404932		259230	63938.2	41967.5	76107.3	80663.6
Q86WB0	Q86WB0		ZC3HC1		500745		223457	581586	546392				3.30282e+06	
Q86WC4	Q86WC4		OSTM1		396401	484818	305737		568267	298900		292497	251393	
Q86WR0	Q86WR0		CCDC25		201994	191361		200585	192088	122273	249005	266231	195616	
Q86WU2	Q86WU2		LDHD		1.48871e+06	2.11128e+06		1.83414e+06		2.61425e+06			952893	
Q86X10	Q86X10		RALGAPB		711286	653507	633847	749569	424101	528908	342027	640919	775892	252678
Q86X29	Q86X29		LSR		31296.1		52966.3	8827.7		28115.6	21802.5	13788.7	52796.7	
Q86X76	Q86X76		NIT1		7.15185e+06	8.17137e+06	3.17216e+06	6.74773e+06	1.74851e+07	6.27055e+06	1.01008e+07	8.36554e+06	4.93222e+06	5.87383e+06
Q86X83	Q86X83		COMMD2		675111	1.18039e+06	470862	1.10204e+06	971802	668156	636447	568992	933525	303556
Q86XE3	Q86XE3		MICU3		67357.9	412083		82751.2		72679.8			74519	
Q86XP3	Q86XP3		DDX42		130688	151480	179025	155552	236404	110533	124252	186787	198978	150892
Q86XX4	Q86XX4		FRAS1		694373	286169		564627		420915			1.0636e+06	211469
Q86Y37	Q86Y37		CACUL1				48496	42815.6	32677.8				52374.7	58233
Q86Y39	Q86Y39		NDUFA11		442708	560182		438639		625946		49992.6	482800	
Q86Y46	Q86Y46		KRT73				4.99215e+06		3.25362e+06		2.27397e+06		2.05256e+06	4.54488e+06
Q86Y82	Q86Y82		STX12		557046	372192	462564	414768		357829	512524	545823	438479	845744
Q86YB7	Q86YB7		ECHDC2		578360	3.3363e+06	94351.3	1.03153e+06		1.93479e+06	739614	1.21879e+06	1.2842e+06	637526
Q86YH6	Q86YH6		PDSS2		69665	185655			39810.6	48759.6	34401.7	61830.4	78130.3	
Q86YJ6	Q86YJ6		THNSL2									82562.4		
Q8IU85	Q8IU85		CAMK1D		93100		142153	126333	235785		202110	216996	129727	135085
Q8IUD2	Q8IUD2		ERC1		1.44633e+06	1.22105e+06	1.04684e+06	1.18459e+06	1.45794e+06	537209	1.80372e+06	1.38083e+06	1.23519e+06	1.33674e+06
Q8IUZ5	Q8IUZ5		PHYKPL		863329	1.51602e+06	736159	1.15408e+06	5.83024e+06	1.50799e+06	2.58938e+06	5.57369e+06	1.13695e+06	2.38309e+06
Q8IV36	Q8IV36		HID1		279715	172517	236714	199878	52038.5	36093.2			224122	
Q8IV38	Q8IV38		ANKMY2		447531	500477	172807	747894	753172	494495	469511	550651	665288	347909
Q8IV50	Q8IV50		LYSMD2		183555	185300	460063	159638	466740	99982.1	217445	286255		432757
Q8IVD9	Q8IVD9		NUDCD3		1.03612e+06	1.28578e+06	1.33966e+06	875490	2.08361e+06	1.07479e+06	2.21148e+06	1.35414e+06	1.36882e+06	1.83574e+06
Q8IVF2	Q8IVF2		AHNAK2				529716		68275.4		497738	243853		378624
Q8IVF7	Q8IVF7		FMNL3		836216	758755	910079	853217	1.03918e+06	571196		944625	908291	1.3245e+06
Q8IVH4	Q8IVH4		MMAA		927094	1.18632e+06		877243	514203	1.00942e+06	365064	510433	632878	
Q8IVH8	Q8IVH8		MAP4K3		20355.9	23997.3								
Q8IVI9	Q8IVI9		NOSTRIN		70041.4	33957.2	192068	64523.5	28589.5	42997.6	153713	90768.8	95451.9	34376.9
Q8IVN3	Q8IVN3		MUSTN1		145883	42727.6		12467.5	4598.73	18817.4	19258.3	34150.3	52673.1	33697.8
Q8IVN8	Q8IVN8		SBSPON		751163	363279		744470	675905	411124		251598	763738	
Q8IVS2	Q8IVS2		MCAT		266662	596576		496389		759732		132484	210731	
Q8IVS8	Q8IVS8		GLYCTK		364583	1.12748e+06	267893	965717		1.3493e+06				
Q8IVT5	Q8IVT5		KSR1		178654	73073.5	115750	137248	210432	72690.8			247986	103835
Q8IW45	Q8IW45		NAXD		634707	1.01638e+06	384753	1.16559e+06	638597	1.42461e+06	566570	684082	602976	635553
Q8IWA5	Q8IWA5		SLC44A2		26893.5	44063.9		13267.8		15982.1	24723		53896.2	
Q8IWB7	Q8IWB7		WDFY1		717198	829931	650165	741742	766170	776664	147809	1.36638e+06	762759	563897
Q8IWE2	Q8IWE2		FAM114A1		632271	515073	589274	599810	1.05044e+06	377279	903733	638027	687868	194894
Q8IWR0	Q8IWR0		ZC3H7A		316160	320680	576135	580791	523485	485919	361841	367684	474288	362298
Q8IWT0	Q8IWT0		ZBTB8OS		525989	549806	893452	455285	705744	234930	653382	415291	425638	391172
Q8IWU2	Q8IWU2		LMTK2		284708	590212		416859	288212	338141	298833	414670	285564	104838
Q8IWW8	Q8IWW8		ADHFE1		141992	452599		268109		250955				
Q8IWZ3	Q8IWZ3		ANKHD1		460867	528332	505484	417369	660752	310427	388615	643448	610853	347606
Q8IX12	Q8IX12		CCAR1		514845	633370	373889	599943	543500	645151	293330	365668	564333	634193
Q8IX95	Q8IX95		CTAGE3P			462728	553810		410053	488878	540434	424706	303366	483986
Q8IXH7	Q8IXH7		NELFCD		242948	90663.5		341896		52364.5		231605	306231	
Q8IXI1	Q8IXI1		RHOT2		157110	189876		222011	228144	361189		132596	159302	
Q8IXK0	Q8IXK0		PHC2		143499	205015	286267	116790	642017	82567.3	332315	466757	348296	
Q8IXS6	Q8IXS6		PALM2		153514	158572	179968	60476.7	342856	145267	120852	396903	259587	147279
Q8IXV7	Q8IXV7		KLHDC8B		1.51415e+06	1.84727e+06	1.11444e+06		1.81107e+06			2.75513e+06	5.05573e+06	
Q8IY17	Q8IY17		PNPLA6		2.58341e+06	2.2637e+06	1.44607e+06	1.84651e+06	758252	1.42582e+06	696085	1.44298e+06	2.52294e+06	951214
Q8IY21	Q8IY21		DDX60		47568.8			63034	249177		197710	70308.6	51561.2	
Q8IY33	Q8IY33		MICALL2		206305	137620	310065		310971			388887	282262	938581
Q8IY67	Q8IY67		RAVER1		443646	328144	694145	514730	494194	328718	370805	518047	476481	405020
Q8IYB3	Q8IYB3		SRRM1					35834.1						
Q8IYB7	Q8IYB7		DIS3L2		330914	125823	424251	340169	152307	267246	191009	238215	189681	159956
Q8IYB8	Q8IYB8		SUPV3L1		972743	1.12401e+06	394226	695997		907538		919880	496191	265471
Q8IYD1	Q8IYD1		GSPT2		5.87781e+06	5.14458e+06	7.8529e+06	4.89037e+06	9.50752e+06	3.21842e+06	4.97766e+06	5.13395e+06	6.31572e+06	3.70622e+06
Q8IYI6	Q8IYI6		EXOC8			47650.5			58933.6	71326.1	27057.1	60418.1	36691.2	50027.2
